https://www.kijiji.ca/v-cellulaire/ville-de-montreal/comme-le-s8-edge-meme-model-neuf-deverrouille-ecran-5-pouces/1134619556,Comme le S8 edge Meme Model Neuf Déverrouillé écran 5 pouces,149.0,45.5145294,-73.5629125
https://www.kijiji.ca/v-cellulaire/ville-de-montreal/apple-iphone-5c-original-seulement-149/c914083,!! Apple iphone 5c original  Seulement 149$,149.0,45.5143575,-73.68220749999999
https://www.kijiji.ca/v-cellulaire/ville-de-montreal/cellulaire-intelligent-49-debloqueee-special-prix-guarantee/1335301168,cellulaire intelligent $49 debloqueee special prix+guarantee*,49.0,45.509007,-73.571376
https://www.kijiji.ca/v-cellulaire/ville-de-montreal/samsung-on7-unlock-dans-sa-boite-199/c884906,Samsung On7 unlock dans sa boite 199$,199.0,45.5143575,-73.68220749999999
https://www.kijiji.ca/v-cellulaire/ville-de-montreal/moto-g4-play-unlocked-brand-new/1336900062,MOTO G4 PLAY UNLOCKED BRAND NEW,140.0,45.498141,-73.55284
https://www.kijiji.ca/v-cellulaire/ville-de-montreal/blanc-samsung-galaxy-s6-debloque-nouvelle-condition/1337603771,Blanc Samsung Galaxy S6 Débloqué Nouvelle Condition.,260.0,45.503501,-73.573828
https://www.kijiji.ca/v-cellulaire/ville-de-montreal/special-blackberry-bold-9900-debloque-toute-les-compagnies/1337603623,SPECIAL BLACKBERRY BOLD 9900 DEBLOQUE TOUTE LES COMPAGNIES,69.99,45.5560098,-73.5852714
https://www.kijiji.ca/v-cellulaire/ville-de-montreal/samsung-galaxy-trend-duo-69-wow/c543126,!! SAMSUNG GALAXY trend duo  69$ Wow,69.0,45.5558203,-73.66816990000001
https://www.kijiji.ca/v-cellulaire/ville-de-montreal/iphone-7/1337603513,Iphone 7,340.0,45.5809035,-73.5675609
https://www.kijiji.ca/v-cellulaire/ville-de-montreal/iphone-6-64gb-presque-neuf/1337603412,iphone 6 64gb presque neuf,450.0,45.4872403,-73.6276338
https://www.kijiji.ca/v-cellulaire/ville-de-montreal/apple-iphone-5c-original-seulement-149/c914083,!! Apple iphone 5c original  Seulement 149$,149.0,45.5143575,-73.68220749999999
https://www.kijiji.ca/v-cellulaire/ville-de-montreal/samsung-galaxy-s8-plus-64-gb-unlocked-brand-new-neuf/1337603043,Samsung Galaxy S8 Plus 64 GB unlocked Brand New Neuf,780.0,45.5522234,-73.550719
https://www.kijiji.ca/v-cellulaire/ville-de-montreal/lg-g5/1337602714,Lg g5,150.0,45.5809035,-73.5675609
